Long,Lat,,,
151.019756,-33.651813,"{ lat: -33.651813, lng: 151.019756},","151.019756 -33.651813,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.019756, -33.651813, geography::STPointFromText('POINT(151.019756 -33.651813)', 4326));"
151.019883,-33.651114,"{ lat: -33.651114, lng: 151.019883},","151.019883 -33.651114,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.019883, -33.651114, geography::STPointFromText('POINT(151.019883 -33.651114)', 4326));"
151.020691,-33.650191,"{ lat: -33.650191, lng: 151.020691},","151.020691 -33.650191,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.020691, -33.650191, geography::STPointFromText('POINT(151.020691 -33.650191)', 4326));"
151.021089,-33.649437,"{ lat: -33.649437, lng: 151.021089},","151.021089 -33.649437,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.021089, -33.649437, geography::STPointFromText('POINT(151.021089 -33.649437)', 4326));"
151.021503,-33.646341,"{ lat: -33.646341, lng: 151.021503},","151.021503 -33.646341,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.021503, -33.646341, geography::STPointFromText('POINT(151.021503 -33.646341)', 4326));"
151.022408,-33.643233,"{ lat: -33.643233, lng: 151.022408},","151.022408 -33.643233,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.022408, -33.643233, geography::STPointFromText('POINT(151.022408 -33.643233)', 4326));"
151.022433,-33.641254,"{ lat: -33.641254, lng: 151.022433},","151.022433 -33.641254,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.022433, -33.641254, geography::STPointFromText('POINT(151.022433 -33.641254)', 4326));"
151.022112,-33.637519,"{ lat: -33.637519, lng: 151.022112},","151.022112 -33.637519,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.022112, -33.637519, geography::STPointFromText('POINT(151.022112 -33.637519)', 4326));"
151.022857,-33.63335,"{ lat: -33.63335, lng: 151.022857},","151.022857 -33.63335,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.022857, -33.63335, geography::STPointFromText('POINT(151.022857 -33.63335)', 4326));"
151.022866,-33.632368,"{ lat: -33.632368, lng: 151.022866},","151.022866 -33.632368,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.022866, -33.632368, geography::STPointFromText('POINT(151.022866 -33.632368)', 4326));"
151.022787,-33.631485,"{ lat: -33.631485, lng: 151.022787},","151.022787 -33.631485,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.022787, -33.631485, geography::STPointFromText('POINT(151.022787 -33.631485)', 4326));"
151.021988,-33.62868,"{ lat: -33.62868, lng: 151.021988},","151.021988 -33.62868,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.021988, -33.62868, geography::STPointFromText('POINT(151.021988 -33.62868)', 4326));"
151.021926,-33.627932,"{ lat: -33.627932, lng: 151.021926},","151.021926 -33.627932,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.021926, -33.627932, geography::STPointFromText('POINT(151.021926 -33.627932)', 4326));"
151.022161,-33.626905,"{ lat: -33.626905, lng: 151.022161},","151.022161 -33.626905,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.022161, -33.626905, geography::STPointFromText('POINT(151.022161 -33.626905)', 4326));"
151.023337,-33.62476,"{ lat: -33.62476, lng: 151.023337},","151.023337 -33.62476,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.023337, -33.62476, geography::STPointFromText('POINT(151.023337 -33.62476)', 4326));"
151.023785,-33.6227,"{ lat: -33.6227, lng: 151.023785},","151.023785 -33.6227,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.023785, -33.6227, geography::STPointFromText('POINT(151.023785 -33.6227)', 4326));"
151.023903,-33.621794,"{ lat: -33.621794, lng: 151.023903},","151.023903 -33.621794,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.023903, -33.621794, geography::STPointFromText('POINT(151.023903 -33.621794)', 4326));"
151.023804,-33.621313,"{ lat: -33.621313, lng: 151.023804},","151.023804 -33.621313,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.023804, -33.621313, geography::STPointFromText('POINT(151.023804 -33.621313)', 4326));"
151.023021,-33.619936,"{ lat: -33.619936, lng: 151.023021},","151.023021 -33.619936,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.023021, -33.619936, geography::STPointFromText('POINT(151.023021 -33.619936)', 4326));"
151.019343,-33.614561,"{ lat: -33.614561, lng: 151.019343},","151.019343 -33.614561,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.019343, -33.614561, geography::STPointFromText('POINT(151.019343 -33.614561)', 4326));"
151.019133,-33.61375,"{ lat: -33.61375, lng: 151.019133},","151.019133 -33.61375,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.019133, -33.61375, geography::STPointFromText('POINT(151.019133 -33.61375)', 4326));"
151.019711,-33.611433,"{ lat: -33.611433, lng: 151.019711},","151.019711 -33.611433,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.019711, -33.611433, geography::STPointFromText('POINT(151.019711 -33.611433)', 4326));"
151.01918,-33.609902,"{ lat: -33.609902, lng: 151.01918},","151.01918 -33.609902,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.01918, -33.609902, geography::STPointFromText('POINT(151.01918 -33.609902)', 4326));"
151.014741,-33.605909,"{ lat: -33.605909, lng: 151.014741},","151.014741 -33.605909,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.014741, -33.605909, geography::STPointFromText('POINT(151.014741 -33.605909)', 4326));"
151.007444,-33.601102,"{ lat: -33.601102, lng: 151.007444},","151.007444 -33.601102,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.007444, -33.601102, geography::STPointFromText('POINT(151.007444 -33.601102)', 4326));"
151.006786,-33.599983,"{ lat: -33.599983, lng: 151.006786},","151.006786 -33.599983,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.006786, -33.599983, geography::STPointFromText('POINT(151.006786 -33.599983)', 4326));"
151.006329,-33.597647,"{ lat: -33.597647, lng: 151.006329},","151.006329 -33.597647,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.006329, -33.597647, geography::STPointFromText('POINT(151.006329 -33.597647)', 4326));"
151.006809,-33.593598,"{ lat: -33.593598, lng: 151.006809},","151.006809 -33.593598,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.006809, -33.593598, geography::STPointFromText('POINT(151.006809 -33.593598)', 4326));"
151.006995,-33.593007,"{ lat: -33.593007, lng: 151.006995},","151.006995 -33.593007,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.006995, -33.593007, geography::STPointFromText('POINT(151.006995 -33.593007)', 4326));"
151.010261,-33.589004,"{ lat: -33.589004, lng: 151.010261},","151.010261 -33.589004,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.010261, -33.589004, geography::STPointFromText('POINT(151.010261 -33.589004)', 4326));"
151.012256,-33.586902,"{ lat: -33.586902, lng: 151.012256},","151.012256 -33.586902,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.012256, -33.586902, geography::STPointFromText('POINT(151.012256 -33.586902)', 4326));"
151.012943,-33.585866,"{ lat: -33.585866, lng: 151.012943},","151.012943 -33.585866,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.012943, -33.585866, geography::STPointFromText('POINT(151.012943 -33.585866)', 4326));"
151.013058,-33.585245,"{ lat: -33.585245, lng: 151.013058},","151.013058 -33.585245,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013058, -33.585245, geography::STPointFromText('POINT(151.013058 -33.585245)', 4326));"
151.012879,-33.584529,"{ lat: -33.584529, lng: 151.012879},","151.012879 -33.584529,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.012879, -33.584529, geography::STPointFromText('POINT(151.012879 -33.584529)', 4326));"
151.01157,-33.583003,"{ lat: -33.583003, lng: 151.01157},","151.01157 -33.583003,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.01157, -33.583003, geography::STPointFromText('POINT(151.01157 -33.583003)', 4326));"
151.011312,-33.582429,"{ lat: -33.582429, lng: 151.011312},","151.011312 -33.582429,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.011312, -33.582429, geography::STPointFromText('POINT(151.011312 -33.582429)', 4326));"
151.011275,-33.581918,"{ lat: -33.581918, lng: 151.011275},","151.011275 -33.581918,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.011275, -33.581918, geography::STPointFromText('POINT(151.011275 -33.581918)', 4326));"
151.011688,-33.580924,"{ lat: -33.580924, lng: 151.011688},","151.011688 -33.580924,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.011688, -33.580924, geography::STPointFromText('POINT(151.011688 -33.580924)', 4326));"
151.013102,-33.579115,"{ lat: -33.579115, lng: 151.013102},","151.013102 -33.579115,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013102, -33.579115, geography::STPointFromText('POINT(151.013102 -33.579115)', 4326));"
151.013468,-33.578428,"{ lat: -33.578428, lng: 151.013468},","151.013468 -33.578428,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013468, -33.578428, geography::STPointFromText('POINT(151.013468 -33.578428)', 4326));"
151.013603,-33.57754,"{ lat: -33.57754, lng: 151.013603},","151.013603 -33.57754,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013603, -33.57754, geography::STPointFromText('POINT(151.013603 -33.57754)', 4326));"
151.013279,-33.576109,"{ lat: -33.576109, lng: 151.013279},","151.013279 -33.576109,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013279, -33.576109, geography::STPointFromText('POINT(151.013279 -33.576109)', 4326));"
151.013288,-33.575308,"{ lat: -33.575308, lng: 151.013288},","151.013288 -33.575308,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013288, -33.575308, geography::STPointFromText('POINT(151.013288 -33.575308)', 4326));"
151.013537,-33.574628,"{ lat: -33.574628, lng: 151.013537},","151.013537 -33.574628,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013537, -33.574628, geography::STPointFromText('POINT(151.013537 -33.574628)', 4326));"
151.014365,-33.573367,"{ lat: -33.573367, lng: 151.014365},","151.014365 -33.573367,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.014365, -33.573367, geography::STPointFromText('POINT(151.014365 -33.573367)', 4326));"
151.014532,-33.572791,"{ lat: -33.572791, lng: 151.014532},","151.014532 -33.572791,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.014532, -33.572791, geography::STPointFromText('POINT(151.014532 -33.572791)', 4326));"
151.014488,-33.572291,"{ lat: -33.572291, lng: 151.014488},","151.014488 -33.572291,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.014488, -33.572291, geography::STPointFromText('POINT(151.014488 -33.572291)', 4326));"
151.013885,-33.571502,"{ lat: -33.571502, lng: 151.013885},","151.013885 -33.571502,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013885, -33.571502, geography::STPointFromText('POINT(151.013885 -33.571502)', 4326));"
151.01295,-33.571165,"{ lat: -33.571165, lng: 151.01295},","151.01295 -33.571165,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.01295, -33.571165, geography::STPointFromText('POINT(151.01295 -33.571165)', 4326));"
151.010404,-33.570989,"{ lat: -33.570989, lng: 151.010404},","151.010404 -33.570989,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.010404, -33.570989, geography::STPointFromText('POINT(151.010404 -33.570989)', 4326));"
151.009285,-33.570747,"{ lat: -33.570747, lng: 151.009285},","151.009285 -33.570747,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.009285, -33.570747, geography::STPointFromText('POINT(151.009285 -33.570747)', 4326));"
151.008558,-33.570216,"{ lat: -33.570216, lng: 151.008558},","151.008558 -33.570216,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.008558, -33.570216, geography::STPointFromText('POINT(151.008558 -33.570216)', 4326));"
151.008173,-33.569708,"{ lat: -33.569708, lng: 151.008173},","151.008173 -33.569708,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.008173, -33.569708, geography::STPointFromText('POINT(151.008173 -33.569708)', 4326));"
151.008007,-33.569213,"{ lat: -33.569213, lng: 151.008007},","151.008007 -33.569213,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.008007, -33.569213, geography::STPointFromText('POINT(151.008007 -33.569213)', 4326));"
151.008093,-33.568541,"{ lat: -33.568541, lng: 151.008093},","151.008093 -33.568541,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.008093, -33.568541, geography::STPointFromText('POINT(151.008093 -33.568541)', 4326));"
151.008377,-33.567846,"{ lat: -33.567846, lng: 151.008377},","151.008377 -33.567846,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.008377, -33.567846, geography::STPointFromText('POINT(151.008377 -33.567846)', 4326));"
151.01133,-33.563361,"{ lat: -33.563361, lng: 151.01133},","151.01133 -33.563361,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.01133, -33.563361, geography::STPointFromText('POINT(151.01133 -33.563361)', 4326));"
151.011659,-33.562576,"{ lat: -33.562576, lng: 151.011659},","151.011659 -33.562576,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.011659, -33.562576, geography::STPointFromText('POINT(151.011659 -33.562576)', 4326));"
151.01153,-33.561659,"{ lat: -33.561659, lng: 151.01153},","151.01153 -33.561659,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.01153, -33.561659, geography::STPointFromText('POINT(151.01153 -33.561659)', 4326));"
151.010854,-33.559253,"{ lat: -33.559253, lng: 151.010854},","151.010854 -33.559253,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.010854, -33.559253, geography::STPointFromText('POINT(151.010854 -33.559253)', 4326));"
151.010426,-33.55844,"{ lat: -33.55844, lng: 151.010426},","151.010426 -33.55844,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.010426, -33.55844, geography::STPointFromText('POINT(151.010426 -33.55844)', 4326));"
151.008893,-33.556286,"{ lat: -33.556286, lng: 151.008893},","151.008893 -33.556286,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.008893, -33.556286, geography::STPointFromText('POINT(151.008893 -33.556286)', 4326));"
151.008703,-33.555631,"{ lat: -33.555631, lng: 151.008703},","151.008703 -33.555631,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.008703, -33.555631, geography::STPointFromText('POINT(151.008703 -33.555631)', 4326));"
151.008769,-33.554745,"{ lat: -33.554745, lng: 151.008769},","151.008769 -33.554745,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.008769, -33.554745, geography::STPointFromText('POINT(151.008769 -33.554745)', 4326));"
151.00901,-33.554205,"{ lat: -33.554205, lng: 151.00901},","151.00901 -33.554205,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.00901, -33.554205, geography::STPointFromText('POINT(151.00901 -33.554205)', 4326));"
151.009887,-33.553038,"{ lat: -33.553038, lng: 151.009887},","151.009887 -33.553038,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.009887, -33.553038, geography::STPointFromText('POINT(151.009887 -33.553038)', 4326));"
151.012809,-33.549901,"{ lat: -33.549901, lng: 151.012809},","151.012809 -33.549901,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.012809, -33.549901, geography::STPointFromText('POINT(151.012809 -33.549901)', 4326));"
151.013255,-33.548858,"{ lat: -33.548858, lng: 151.013255},","151.013255 -33.548858,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013255, -33.548858, geography::STPointFromText('POINT(151.013255 -33.548858)', 4326));"
151.013044,-33.548101,"{ lat: -33.548101, lng: 151.013044},","151.013044 -33.548101,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013044, -33.548101, geography::STPointFromText('POINT(151.013044 -33.548101)', 4326));"
151.010278,-33.544968,"{ lat: -33.544968, lng: 151.010278},","151.010278 -33.544968,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.010278, -33.544968, geography::STPointFromText('POINT(151.010278 -33.544968)', 4326));"
151.010076,-33.544334,"{ lat: -33.544334, lng: 151.010076},","151.010076 -33.544334,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.010076, -33.544334, geography::STPointFromText('POINT(151.010076 -33.544334)', 4326));"
151.010451,-33.543405,"{ lat: -33.543405, lng: 151.010451},","151.010451 -33.543405,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.010451, -33.543405, geography::STPointFromText('POINT(151.010451 -33.543405)', 4326));"
151.01206,-33.541866,"{ lat: -33.541866, lng: 151.01206},","151.01206 -33.541866,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.01206, -33.541866, geography::STPointFromText('POINT(151.01206 -33.541866)', 4326));"
151.013465,-33.53903,"{ lat: -33.53903, lng: 151.013465},","151.013465 -33.53903,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013465, -33.53903, geography::STPointFromText('POINT(151.013465 -33.53903)', 4326));"
151.01364,-33.538356,"{ lat: -33.538356, lng: 151.01364},","151.01364 -33.538356,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.01364, -33.538356, geography::STPointFromText('POINT(151.01364 -33.538356)', 4326));"
151.013577,-33.537648,"{ lat: -33.537648, lng: 151.013577},","151.013577 -33.537648,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.013577, -33.537648, geography::STPointFromText('POINT(151.013577 -33.537648)', 4326));"
151.011743,-33.534457,"{ lat: -33.534457, lng: 151.011743},","151.011743 -33.534457,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.011743, -33.534457, geography::STPointFromText('POINT(151.011743 -33.534457)', 4326));"
151.011112,-33.532643,"{ lat: -33.532643, lng: 151.011112},","151.011112 -33.532643,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.011112, -33.532643, geography::STPointFromText('POINT(151.011112 -33.532643)', 4326));"
151.011136,-33.532042,"{ lat: -33.532042, lng: 151.011136},","151.011136 -33.532042,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.011136, -33.532042, geography::STPointFromText('POINT(151.011136 -33.532042)', 4326));"
151.011507,-33.531338,"{ lat: -33.531338, lng: 151.011507},","151.011507 -33.531338,","INSERT INTO MapPolygon (Longitude, Latitude, Geopoint) VALUES (151.011507, -33.531338, geography::STPointFromText('POINT(151.011507 -33.531338)', 4326));"
